Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-000240,Best-Rodriguez Hospital,Hospital,364,-,2024-05-03,2024-06-19,"13.01064, -59.07496",Good
HF-000241,"Mathews, Holland And Bradley Polyclinic",Hospital,452,-,2018-08-05,2021-10-18,"131429.0, 591114.0",-
HF-000242,Black-Ltd,Hospital,0,St. George,2018-06-23,2020-01-15,"-59.2406, 13.15048",Reinspection due
HF-000243,White-Blevins Polyclinic,Polyclinic,222,-,2021-12-11,2023-10-05,"-59.17663, 12.8404",-
HF-000244,Elliott-Campbell,Polyclinic,177,-,2020-03-02,2020-09-25,"-58.94335, 13.20348",-
HF-000245,"Woods,-Murphy-And-Morris Medical Center",Community Health Center,104,-,2017-04-22,2025-06-26,"-58.71421, 13.09885",-
HF-000246,Romero-Copeland Infirmary,Community Health Center,452,-,2019-08-21,2020-06-21,-,Follow-up 2023
HF-000247,Davis-Salazar Medical Center,Polyclinic,176,-,2024-01-18,2024-07-28,-,-
HF-000248,"Sandoval,-Bell-And-Tyler Hospital",Hospital,349,St. George,2019-04-02,2020-12-29,-,Follow-up 2023
HF-000249,"Gonzalez, Wilson And Delgado Polyclinic",Polyclinic,49,-,2022-04-30,2024-12-29,-,Reinspection due
HF-000250,"Miller, Hansen And Greene Clinic",Hospital,142,St. Lucy,2021-06-26,2021-11-08,"-58.75456, 12.74908",Needs upgrade
HF-000251,"Wagner, Grant And Charles Polyclinic",Community Health Center,0,-,2017-11-28,2022-07-18,"125247.0, 585123.0",-
HF-000252,Fields-Sloan Medical Center,Polyclinic,0,-,2020-08-14,2021-07-30,-,Needs upgrade
HF-000253,Johnson-Rice,-,0,-,2022-01-29,2024-10-30,"12.81877, -59.19876",Good
HF-000254,Daniels-Nicholson,Polyclinic,0,St. Joseph,2019-08-22,2021-12-28,"-59.14959, 13.17394",-
HF-000255,Oliver-Ltd Infirmary,Community Health Center,0,St. Andrew,2018-11-20,2025-04-04,-,-
HF-000256,"Gonzalez, Reed And Smith Infirmary",Hospital,0,-,2018-07-10,2022-06-09,-,-
HF-000257,Hoffman Llc Clinic,-,90,-,2017-09-07,2024-10-03,"-58.95, 12.79389",-
HF-000258,"Webb, Bowers And Schneider Clinic",Polyclinic,0,-,2016-01-02,2018-03-15,"13.12213, -59.05275",Needs upgrade
HF-000259,Green-Gill Polyclinic,Community Health Center,0,-,2020-05-06,2022-05-24,-,Follow-up 2023
HF-000260,"Webb, Bowers And Schneider Clin",Polyclinic,0,-,2016-01-02,2018-03-15,"13.12213, -59.05275",Needs upgrade
HF-000261,Rivera Inc,Community Health Center,239,St. George,2021-08-13,2021-10-07,"124233.0, 59439.0",-
HF-000262,"Williams, Schwartz And Bishop Hospital",-,230,St. Andrew,2022-08-23,2024-04-10,"-59.27525, 12.94418",-
HF-000263,"Foster,-Lang-And-Moore",Hospital,127,-,2018-05-30,2020-01-05,"13179.0, 584430.0",-
HF-000264,Harding Llc,Polyclinic,0,-,2019-01-21,2025-10-27,-,Reinspection due
HF-000265,Johnson And Sons Infirmary,Hospital,0,-,2017-12-16,2019-06-01,"125917.0, 59910.0",-
HF-000266,"Ellis, Hall And Mahoney Health Centre",Community Health Center,123,-,2023-05-16,2023-10-07,"-58.78072, 13.17492",Follow-up 2023
HF-000267,"Santiago, Mccoy And Mcknight Hospital",Hospital,291,Christ Church,2018-08-26,2025-09-12,-,-
HF-000268,Brown-Smith Clinic,Community Health Center,45,-,2019-11-08,2024-06-16,-,Follow-up 2023
HF-000269,"Hoover, Young And Daniels",Polyclinic,31,-,2021-06-05,2024-04-25,-,Good
HF-000270,"Boyd,-Davis-And-Elliott Medical Center",Polyclinic,146,-,2024-06-01,2024-11-13,-,Needs upgrade
HF-000271,Brown-Smith Clin,Community Health Center,45,-,2019-11-08,2024-06-16,-,Follow-up 2023
HF-000272,Hill-Camacho Health Centre,Polyclinic,134,-,2021-05-22,2025-06-05,"-58.9887, 12.99454",-
HF-000273,Lara-Ltd,Hospital,0,-,2023-06-16,2024-12-15,"12.86481, -58.70051",Good
HF-000274,Gonzales And Sons Hospital,Hospital,9,St. John,2018-11-16,2020-01-02,-,Follow-up 2023
HF-000275,Williams Polyclinic,Polyclinic,289,St. Lucy,2020-07-20,2023-06-09,"124956.0, 59115.0",-
HF-000276,"Hale, Mann And Myers Clinic",Hospital,64,St. Lucy,2023-10-04,,"-59.07259, 13.22989",Reinspection due
HF-000277,Snyder-Morales Medical Center,Polyclinic,166,-,2018-12-26,2021-11-03,"124440.0, 59627.0",Good
HF-000278,"Miller, Brooks And Campbell Clinic",Community Health Center,156,-,2021-01-10,2023-09-12,"13.05755, -58.97232",-
HF-000279,Oconnor-Wyatt,Community Health Center,108,-,,2024-04-22,"-59.22372, 13.15533",-
HF-000280,Dillon And Sons Health Centre,-,0,-,2022-04-02,2023-10-03,"131313.0, 585738.0",Needs upgrade
HF-000281,Ochoa-Cummings Infirmary,-,10,-,2018-02-04,2022-10-13,-,Reinspection due
HF-000282,Jones Inc Polyclinic,Community Health Center,474,-,2019-02-01,2025-06-06,"-58.79365, 12.85312",Good
HF-000283,Hawkins,Hospital,297,-,2018-12-21,2023-11-22,"13839.0, 591231.0",-
HF-000284,Pineda Group,Hospital,62,-,2019-02-19,2024-05-15,-,-
HF-000285,"Baker, Adams And Lin Medical Center",-,151,-,2018-10-06,2019-02-22,"131641.0, 59249.0",-
HF-000286,"Mcclure, Henry And Ramirez Infirmary",Polyclinic,477,-,2022-05-20,2025-06-18,-,Follow-up 2023
HF-000287,Howard Inc Polyclinic,Polyclinic,338,-,2018-07-03,2019-01-13,-,Good
HF-000288,"Frazier, Rodriguez And Carpenter",Community Health Center,303,St. George,2017-10-20,2019-10-17,"-58.93683, 12.84629",Good
HF-000289,Baxter Group Infirmary,Polyclinic,335,Christ Church,2021-09-26,2023-09-05,-,-
HF-000290,Fox Ltd,Polyclinic,191,-,2016-05-06,2021-10-06,"12.95493, -59.11045",Needs upgrade
HF-000291,"Davis, Mcbride And Joseph Hospital",Polyclinic,289,-,2022-11-13,2023-03-04,"-58.79382, 13.23117",-
HF-000292,Graham-Garcia Polyclinic,Polyclinic,0,-,2022-03-09,2023-05-27,-,-
HF-000293,"Ray, Smith And Turner Hospital",Community Health Center,345,-,2016-06-05,2021-01-10,"13.07508, -58.70656",Good
HF-000294,Davis And Sons,Community Health Center,212,-,2020-07-08,2022-04-30,"-58.79972, 12.78378",-
HF-000295,"Kidd, Browning And Kane",Hospital,0,-,2017-08-21,2023-12-28,"-59.29812, 12.70792",-
HF-000296,Ortiz And Sons Infirmary,-,303,St. Lucy,2019-06-18,2022-10-14,"13110.0, 59533.0",Good
HF-000297,Whitaker-Martinez Polyclinic,Hospital,0,-,2024-05-28,2024-09-03,"-58.70507, 13.00872",-
HF-000298,Dougherty-Johnson,Polyclinic,0,St. Michael,2017-10-31,2022-10-24,"-58.94336, 13.29476",Good
HF-000299,Ford-Ltd,Hospital,374,-,2018-08-21,2024-08-05,"13733.0, 591129.0",-
HF-000300,Richards Ltd Polyclinic,Community Health Center,0,-,2021-04-24,2022-10-27,-,-
HF-000301,Gallegos,Hospital,0,-,2017-07-06,2025-06-19,"-59.1433, 13.22849",Good
HF-000302,Price Inc Hospital,Community Health Center,321,St. John,2020-10-23,2024-11-08,"13129.0, 585922.0",-
HF-000303,Richardson Ltd Medical Center,Polyclinic,293,-,2022-03-10,2024-07-19,"12.95654, -59.16685",Needs upgrade
HF-000304,Daniels-Murphy,Community Health Center,0,-,2022-12-14,2023-05-28,-,-
HF-000305,Johnson-Baker Polyclinic,Polyclinic,275,-,2018-08-22,2023-07-08,"125545.0, 585844.0",-
HF-000306,Harris-Esparza,Community Health Center,488,-,2021-10-07,2025-07-30,-,-
HF-000307,Gray-Turner Clinic,Community Health Center,64,-,2021-08-11,2024-12-16,-,-
HF-000308,George Ltd Clinic,Community Health Center,71,-,2018-05-24,2024-08-11,"-58.87857, 13.05713",Reinspection due
HF-000309,Jackson-Ingram Polyclinic,Hospital,258,St. Michael,2017-06-19,2018-06-01,"-59.05154, 12.88792",-
HF-000310,Hall-Williams,Community Health Center,0,-,2016-11-13,2021-10-03,"13.05956, -58.73347",-
HF-000311,Green-Manning Health Centre,Hospital,0,-,2019-08-08,2024-08-28,"-58.98327, 12.71436",Follow-up 2023
HF-000312,Hill Llc Medical Center,-,10,-,2016-02-27,2024-11-27,"13.17356, -58.86267",-
HF-000313,Mcbride Llc Clinic,Polyclinic,101,-,2019-06-03,2020-08-17,"124721.0, 59433.0",-
HF-000314,Osborn-Hunter Medical Center,Community Health Center,0,-,2024-03-25,2025-11-08,-,-
HF-000315,Camacho-Cross Hospital,-,0,-,2019-05-23,2025-07-01,"-58.97269, 12.85044",Good
HF-000316,Murillo Ltd Medical Center,Polyclinic,462,-,2018-10-19,2022-10-04,"-58.75936, 12.76634",-
HF-000317,"Walker, Ortiz And Hansen Hospital",Polyclinic,285,-,2017-08-13,2020-07-20,-,-
HF-000318,King-Rodriguez Infirmary,-,0,-,2023-08-04,2025-09-09,"12472.0, 59245.0",Needs upgrade
HF-000319,Hardy-Contreras,Community Health Center,10,-,2020-12-14,2021-10-03,"131651.0, 59753.0",Good
HF-000320,Miller-Shelton Infirmary,Polyclinic,0,St. Joseph,2019-02-22,2020-03-15,"12596.0, 5919.0",-
HF-000321,"Walsh,-Garcia-And-Knox",Polyclinic,314,-,2017-04-30,2024-06-08,"13.12108, -58.7848",Reinspection due
HF-000322,Mcdaniel Inc Health Centre,Polyclinic,75,-,2022-10-10,2023-05-23,"-59.02809, 13.03301",-
HF-000323,Harrison-White,Community Health Center,28,-,2021-03-24,2022-08-14,"-59.2131, 12.73681",Needs upgrade
HF-000324,Smith And Sons Hospital,-,10,-,2022-03-25,2024-02-24,"13.15369, -59.04266",-
HF-000325,Sawyer-Frederick Hospital,Polyclinic,0,-,2019-06-15,2020-01-28,"13643.0, 59926.0",-
HF-000326,"Holland, Schneider And Manning",Polyclinic,0,-,2023-10-07,2024-02-05,-,-
HF-000327,Adams-Curry Hospital,-,43,-,2018-10-22,2024-10-13,"13.09176, -59.19394",-
HF-000328,Brady,Hospital,0,-,2019-03-31,2021-02-19,"13.06796, -58.97284",-
HF-000329,"Carroll, Miller And Burke Infirmary",-,88,-,2016-06-24,2022-05-15,"131530.0, 585556.0",-
HF-000330,Smith-Lloyd Medical Center,-,136,-,2019-02-24,2021-07-10,-,Good
HF-000331,Decker-Francis Health Centre,-,328,-,2019-04-15,2022-06-04,-,-
HF-000332,"Perez, Hopkins And Smith",Polyclinic,0,St. John,2017-01-18,2024-04-24,"-59.2292, 13.09093",-
HF-000333,"Garrett, Hanson And White Infirmary",Hospital,0,-,2022-02-01,2022-08-09,"13.11228, -59.02041",Reinspection due
HF-000334,"Hayes,-Brown-And-Hood Polyclinic",-,351,-,2020-05-10,2025-02-15,"-59.14294, 12.9977",Follow-up 2023
HF-000335,Stewart-Webb,Community Health Center,10,-,2018-11-16,2019-10-13,"131424.0, 59158.0",Good
HF-000336,Fowler-Wright Infirmary,Community Health Center,0,-,2018-05-25,2025-06-09,"13253.0, 58483.0",Reinspection due
HF-000337,Evans-Rodriguez Hospital,Community Health Center,0,St. Michael,2018-04-21,2020-01-16,"13.21221, -58.85788",-
HF-000338,Kennedy-Thompson Clinic,Hospital,167,-,2024-04-28,2024-07-07,-,-
HF-000339,"Anderson, Wagner And Williams Hospital",Polyclinic,299,St. James,2019-06-28,2020-08-29,"13120.0, 585036.0",-
HF-000340,Moore-Brown Clinic,Polyclinic,328,-,2019-12-21,2020-10-31,-,-
HF-000341,Moore-Brown Clin,Polyclinic,328,-,2019-12-21,2020-10-31,-,-
HF-000342,"Jones,-Harvey-And-Cox Infirmary",-,10,-,2024-08-31,2024-11-04,"-58.77444, 13.27265",Reinspection due
HF-000343,Swanson-Ltd Hospital,Hospital,0,-,2024-10-02,2024-11-30,"13.00962, -59.27337",-
HF-000344,Perez And Sons,Community Health Center,62,-,2021-03-21,2023-10-13,"-58.71509, 12.85994",Reinspection due
HF-000345,Clements- Hospital,Polyclinic,56,-,2016-12-17,2020-03-14,"125756.0, 59214.0",-
HF-000346,Peterson Clinic,Community Health Center,292,St. George,2021-04-07,2023-06-07,"-59.17851, 13.20252",Needs upgrade
HF-000347,Woods-Ltd,Community Health Center,54,St. John,2019-03-27,2023-08-22,"13115.0, 5985.0",-
HF-000348,Kerr-Vincent,Community Health Center,10,-,2020-12-07,2025-06-19,"-58.8163, 12.90485",Reinspection due
HF-000349,"Garcia, Eaton And Hooper Hospital",Polyclinic,0,-,2021-01-11,2021-07-30,"12455.0, 585955.0",Reinspection due
HF-000350,"Knight, Weaver And Keller Clinic",Community Health Center,0,-,2016-05-04,2025-02-05,-,-
HF-000351,Parker-Inc Clinic,Community Health Center,345,Christ Church,2016-02-02,2022-03-23,"-58.79975, 12.96476",Follow-up 2023
HF-000352,"Arnold, White And Barrett Clinic",Community Health Center,199,St. James,2019-03-18,2025-08-31,-,-
HF-000353,Ward-Hudson Hospital,Community Health Center,495,-,2017-07-03,2018-10-05,"-58.77636, 12.81417",-
HF-000354,"Vasquez,-Kaiser-And-Fox Hospital",Polyclinic,10,-,2019-06-08,2023-11-11,-,-
HF-000355,"Mccarthy,-Andersen-And-Jones",Community Health Center,0,-,2022-11-19,2024-07-01,"13011.0, 5971.0",Good
HF-000356,Bell-And-Sons Infirmary,-,0,-,2022-02-07,2023-06-24,-,-
HF-000357,Parker And Sons Clinic,Community Health Center,162,St. Andrew,2022-07-16,2022-08-03,"-59.27474, 12.70875",-
HF-000358,"Hancock, Sanchez And Lin Health Centre",Community Health Center,0,-,2020-07-06,2024-06-22,"-58.77626, 12.73962",Follow-up 2023
HF-000359,Kirby-Boone Clinic,Polyclinic,0,St. Michael,2019-12-13,2020-12-21,"12.71013, -58.72736",-
HF-000360,Pruitt And Sons Infirmary,Polyclinic,168,-,2018-01-13,2022-09-03,"131528.0, 58439.0",-
HF-000361,Graves And Sons,Community Health Center,129,-,2020-11-08,2023-12-05,"-58.79872, 13.29619",-
HF-000362,Cisneros And Sons Medical Center,Community Health Center,344,-,2019-10-25,2020-09-10,"13.07899, -58.84994",-
HF-000363,Lewis-Hernandez,Community Health Center,95,-,2017-10-17,2022-05-17,-,Reinspection due
HF-000364,"Hale, Thomas And Walker",Community Health Center,258,St. Michael,2023-02-14,2024-11-19,"-59.08277, 12.9141",Good
HF-000365,"Harris, Martin And Hayden Health Centre",-,191,St. George,2020-11-25,2025-04-07,"-59.00318, 12.97798",-
HF-000366,Hardy-Johnston Polyclinic,Polyclinic,18,-,2019-02-12,2025-08-07,"12.85847, -58.81435",-
HF-000367,Hernandez-Green Hospital,Polyclinic,0,St. Joseph,2018-09-02,2024-03-18,"-58.91908, 13.19163",-
HF-000368,Ingram-Thomas Clinic,Polyclinic,396,St. Joseph,2020-07-05,2025-01-25,"13.08661, -59.14029",-
HF-000369,Cooper-Gardner Medical Center,Hospital,46,-,2017-10-24,2021-03-28,"-58.89165, 12.75936",Follow-up 2023
HF-000370,"Turner, Reyes And Brown Medical Center",Hospital,424,-,2020-09-02,2023-01-26,"125734.0, 59551.0",Good
HF-000371,Walker,Community Health Center,10,-,2018-01-04,2024-10-19,-,Good
HF-000372,Nash Inc Health Centre,Polyclinic,0,-,2017-01-20,2020-01-05,"13951.0, 591716.0",-
HF-000373,"Jones, Allen And Powell Clinic",Polyclinic,235,-,2021-06-24,2023-07-17,"12.70265, -59.15354",-
HF-000374,Fields-Johnson Medical Center,Community Health Center,327,-,2020-09-10,2021-06-06,"-58.75518, 12.82892",-
HF-000375,Anderson Llc Polyclinic,Hospital,274,-,2023-07-23,2025-03-11,"-59.18973, 13.29045",-
HF-000376,Hoffman Group,Polyclinic,10,St. James,2018-03-27,2020-03-04,-,-
HF-000377,Khan-Jones,Community Health Center,7,-,2023-03-27,2023-04-06,-,-
HF-000378,Peterson Inc,Hospital,369,-,2022-07-03,2025-04-13,"131353.0, 59853.0",-
HF-000379,Brown Ltd Clinic,Polyclinic,317,-,2018-05-01,2021-08-29,-,Follow-up 2023
HF-000380,Brown Ltd Clin,Polyclinic,317,-,2018-05-01,2021-08-29,-,Follow-up 2023
HF-000381,Singh-Inc,Polyclinic,175,-,,2022-06-03,"-58.82049, 12.90014",Good
HF-000382,"Rivera,-Walker-And-Alexander",Community Health Center,20,-,2023-01-21,2024-10-21,"13.0886, -59.17347",-
HF-000383,"Silva, Erickson And Gamble Infirmary",Polyclinic,10,St. George,2018-07-16,2022-09-25,"125941.0, 585056.0",Needs upgrade
HF-000384,"Banks,-Hill-And-Jimenez",Hospital,486,-,2023-03-07,2023-08-14,-,Reinspection due
HF-000385,Washington Inc Health Centre,-,10,-,2018-05-05,2023-10-18,"124339.0, 591537.0",-
HF-000386,"Le, Gonzalez And Bennett",Hospital,201,St. Michael,2020-07-09,2021-11-14,-,-
HF-000387,Walker-Oneal Hospital,Community Health Center,10,-,2022-11-18,2025-12-12,"-58.84277, 13.07029",-
HF-000388,Carpenter Llc,-,111,-,2019-11-08,2023-02-20,"12.75424, -58.91688",Needs upgrade
HF-000389,Zamora-Ltd,Hospital,30,-,2018-06-25,2020-05-05,-,-
HF-000390,"Butler, Ramos And Anderson",Polyclinic,10,-,2024-06-11,,"125443.0, 59745.0",-
HF-000391,Medina-And-Sons Hospital,-,0,-,2019-06-23,2020-08-07,-,-
HF-000392,Rhodes And Sons,Hospital,215,-,2023-09-06,2023-09-15,-,Needs upgrade
HF-000393,Myers Inc Medical Center,-,406,-,2020-12-19,2023-12-25,"-58.70913, 13.00881",-
HF-000394,"Shelton, Benton And Stevens Polyclinic",Community Health Center,429,St. John,2022-05-17,2022-12-02,"12.91226, -58.7169",-
HF-000395,"Wilson, Wagner And Ruiz",Community Health Center,330,-,2017-11-06,2022-11-23,-,-
HF-000396,Lyons-Harris Hospital.,Community Health Center,23,St. Andrew,2019-10-09,2022-05-15,"12.88493, -59.0126",Reinspection due
HF-000397,Lyons-Harris Hospital,Community Health Center,23,St. Andrew,2019-10-09,2022-05-15,"12.88493, -59.0126",Reinspection due
HF-000398,"Charles,-Oliver-And-Compton",Polyclinic,0,-,2018-06-15,2019-07-25,"125016.0, 58478.0",Needs upgrade
HF-000399,"Barnett, Lee And Malone Hospital",Hospital,10,-,2020-03-26,2025-07-16,"-59.23382, 13.15991",-
HF-000400,Lucas,-,184,-,2016-02-08,2022-03-10,"-59.0849, 12.8345",Good
HF-000401,"Jackson, Lynn And Jones Infirmary",Community Health Center,10,-,2022-08-04,2023-09-05,"124234.0, 5991.0",-
HF-000402,Lawson Inc Polyclinic,Community Health Center,189,St. George,2019-03-18,2021-04-16,"-58.84363, 13.10501",Reinspection due
HF-000403,Reed Group,Community Health Center,137,-,2018-12-17,2021-08-09,"13.19605, -58.95608",Good
HF-000404,Moore Group Clinic,Community Health Center,0,-,2020-02-26,2021-04-30,-,-
HF-000405,Anderson-Esparza Health Centre,Polyclinic,191,St. George,2018-03-04,2022-08-05,-,Needs upgrade
HF-000406,Osborne,Community Health Center,367,-,2019-04-18,2019-08-09,-,Reinspection due
HF-000407,"Austin, Smith And Hamilton Hospital",Polyclinic,0,-,2023-06-08,2025-10-08,"12.70468, -58.77693",-
HF-000408,Holmes And Sons,Community Health Center,339,-,2023-06-23,2025-06-11,"131030.0, 59843.0",-
HF-000409,"Young, Fields And Mcclain",Polyclinic,275,-,2018-10-22,2025-10-03,-,Reinspection due
HF-000410,Flores-Group Hospital,Polyclinic,126,-,2019-10-04,2024-05-06,"-58.86937, 12.77601",-
HF-000411,"Baker, Castaneda And Erickson Clin",Community Health Center,0,-,2017-06-17,2019-10-22,-,Reinspection due
HF-000412,"Baker, Castaneda And Erickson Clinic",Community Health Center,0,-,2017-06-17,2019-10-22,-,Reinspection due
HF-000413,Wheeler- Infirmary,Community Health Center,96,-,2020-03-12,2022-03-12,"125434.0, 59259.0",Reinspection due
HF-000414,Vasquez-Cook Polyclinic,-,252,St. Michael,2023-09-12,2024-03-24,-,-
HF-000415,Grant Inc Health Centre,-,218,-,2022-11-13,2024-08-21,-,Follow-up 2023
HF-000416,Rose-Jordan Medical Center,Community Health Center,0,-,2023-10-27,2023-12-05,"13.23715, -59.06149",-
HF-000417,Kerr-,Community Health Center,111,St. Lucy,2023-01-27,2023-07-13,"-58.7143, 12.78764",Good
HF-000418,Best-Frederick Clinic,Community Health Center,358,-,2020-08-22,2024-12-25,-,-
HF-000419,Wilson And Sons Clinic,-,33,-,2018-01-12,2023-10-23,"-58.73195, 12.88859",Good
HF-000420,"Mcdonald,-Chase-And-Smith",Polyclinic,10,-,2020-04-25,2024-01-16,"12.82024, -58.98079",-
HF-000421,Vasquez-,Community Health Center,193,-,2021-01-22,2022-02-08,"13.26684, -58.75149",-
HF-000422,Marquez-Rodgers Infirmary,Polyclinic,260,St. James,2018-05-22,2024-07-01,-,Follow-up 2023
HF-000423,Woodward-Holmes,Polyclinic,10,-,2022-10-13,2023-05-15,"12.97178, -59.13178",-
HF-000424,Fields-And-Sons Clinic,-,0,-,2020-04-27,2020-09-18,"-58.88736, 13.19456",Reinspection due
HF-000425,Bautista-Wilson Health Centre,Polyclinic,10,-,2020-09-17,2021-01-19,-,Follow-up 2023
HF-000426,Jackson-Gordon Health Centre,Community Health Center,0,-,2023-05-20,2023-11-27,"-59.00658, 12.96594",-
HF-000427,Fields Group,-,364,-,2018-10-31,2019-06-12,-,Good
HF-000428,Cummings-Todd Infirmary,Community Health Center,0,-,2019-06-13,2021-08-29,"12.92895, -58.84986",Needs upgrade
HF-000429,Simmons Ltd Hospital,Community Health Center,0,-,2018-02-19,2018-09-11,"-58.90684, 13.17857",-
HF-000430,"Moore,-Thomas-And-Mcfarland Hospital",Polyclinic,0,-,2018-03-18,2024-03-20,-,Needs upgrade
HF-000431,"Jordan, Robinson And Klein",Community Health Center,164,-,2016-05-21,2021-05-23,"12.71023, -59.19091",Needs upgrade
HF-000432,Becker-Fernandez Medical Center,-,495,-,2023-05-27,2023-12-18,"12.84023, -58.73843",-
HF-000433,Ramos-Ingram Medical Center,Community Health Center,72,-,2022-05-15,2024-02-26,-,Follow-up 2023
HF-000434,"Conrad,-Clark-And-Wong",Polyclinic,10,-,2016-09-01,2018-05-31,-,-
HF-000435,"Hernandez,-Long-And-Oconnell",Polyclinic,10,-,2023-04-28,2024-07-06,"-59.28314, 13.03198",-
HF-000436,"Hall, Lane And Hall Hospital",Hospital,0,-,2019-11-26,2021-03-14,"-58.73607, 13.11419",-
HF-000437,Anderson-Osborn Health Centre,Polyclinic,460,-,2019-08-05,2025-11-29,-,Follow-up 2023
HF-000438,Dunlap-Campbell Infirmary,Hospital,0,-,2021-02-25,2021-03-05,-,-
HF-000439,Palmer Group Polyclinic,Hospital,10,-,2016-02-12,2023-07-24,"13.07905, -58.86479",Needs upgrade
HF-000440,Turner-Aguirre Infirmary,Polyclinic,283,-,2018-10-01,2019-03-27,"13167.0, 585228.0",-
HF-000441,"Oliver,-Henderson-And-Allen Hospital",Community Health Center,103,St. James,2022-06-25,2024-07-20,-,Good
HF-000442,"Conner, Massey And Hoover Clinic",Polyclinic,475,St. Michael,2019-06-30,2023-09-20,"-59.08339, 13.00315",-
HF-000443,Ruiz Infirmary,Hospital,0,-,2019-08-30,2023-03-03,-,-
HF-000444,Thomas Ltd Polyclinic,Polyclinic,197,-,2019-01-11,2019-09-03,-,-
HF-000445,"Gilbert,-Benson-And-Atkinson",Hospital,126,-,2021-06-08,2022-03-06,-,-
HF-000446,Daniel Health Centre,Community Health Center,0,-,2021-03-05,2021-07-19,"125759.0, 58538.0",Needs upgrade
HF-000447,"Schaefer, Sanders And Wilson Infirmary",Hospital,55,-,2018-04-14,2022-01-12,-,-
